"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
2.238702500E1;-2.834331393E-1;2.936648130E-1;-2.651077211E-1
2.238947354E1;-4.117110670E-1;3.339807391E-1;-4.007157981E-1
2.239192125E1;-5.241069198E-1;3.828485310E-1;-5.509842038E-1
2.239436985E1;-6.132906675E-1;4.561502039E-1;-7.110261917E-1
2.239681917E1;-6.536065936E-1;5.636593103E-1;-8.735115528E-1
2.239926766E1;-6.377245188E-1;7.139277458E-1;-1.032331824E0
2.240171537E1;-5.644228458E-1;8.996253014E-1;-1.178935170E0
2.240416396E1;-4.520269632E-1;1.096318126E0;-1.308434844E0
2.240661328E1;-3.213056624E-1;1.277128935E0;-1.411057115E0
2.240906183E1;-1.942494214E-1;1.421288848E0;-1.468476772E0
2.241150953E1;-7.818844914E-2;1.517802715E0;-1.474585295E0
2.241395808E1;2.076880634E-2;1.552010179E0;-1.436712742E0
2.241640745E1;1.148392856E-1;1.521467805E0;-1.376849771E0
2.241885594E1;2.272351831E-1;1.446944475E0;-1.303548098E0
2.242130365E1;3.469612300E-1;1.343100429E0;-1.229024649E0
2.242375224E1;4.727957845E-1;1.227039456E0;-1.152057886E0
2.242620157E1;5.961869359E-1;1.102426648E0;-1.072647810E0
2.242865011E1;7.085828185E-1;9.778137207E-1;-9.871291518E-1
2.243109782E1;7.965448499E-1;8.348754644E-1;-8.942803741E-1
2.243354636E1;8.515210748E-1;6.662816405E-1;-7.867712975E-1
2.243599568E1;8.783983588E-1;4.732539058E-1;-6.646018028E-1
2.243844422E1;8.820634484E-1;2.606790662E-1;-5.265503526E-1
2.244089193E1;8.588512540E-1;5.665608495E-2;-3.775036037E-1
2.244334052E1;8.295305967E-1;-1.192679256E-1;-2.040229887E-1
2.244578985E1;7.928797603E-1;-2.573194206E-1;-1.710372418E-2
2.244823839E1;7.440119386E-1;-3.257342875E-1;1.856975704E-1
2.245068604E1;6.975875497E-1;-3.306210935E-1;3.994941115E-1
2.245313464E1;6.658235192E-1;-2.890834510E-1;6.096255779E-1
2.245558396E1;6.499415040E-1;-2.133384049E-1;8.050966859E-1
2.245803250E1;6.597150564E-1;-1.192679256E-1;9.797990322E-1
2.246048021E1;6.817055345E-1;-1.175880991E-2;1.126402378E0
2.246292880E1;7.269082665E-1;1.006370857E-1;1.243685007E0
2.246537813E1;7.806627750E-1;2.105895877E-1;1.335312128E0
2.246782667E1;8.368607163E-1;3.095468581E-1;1.396396875E0
2.247027433E1;8.893936276E-1;3.950654566E-1;1.439156175E0
2.247272292E1;9.370396733E-1;4.732539058E-1;1.463590026E0
2.247517224E1;9.626953006E-1;5.318952799E-1;1.473363638E0
2.247762078E1;9.663603902E-1;5.783196688E-1;1.480693698E0
2.248006849E1;9.407047629E-1;6.027535200E-1;1.484358788E0
2.248251703E1;8.955020905E-1;6.064186096E-1;1.490467310E0
2.248496641E1;8.368607163E-1;5.807630420E-1;1.502684236E0
2.248741495E1;7.293516397E-1;5.306735635E-1;1.517344594E0
2.248986261E1;7.049177289E-1;4.402681589E-1;1.517344594E0
2.249231120E1;6.511631608E-1;3.242071867E-1;1.516122937E0
2.249476052E1;6.230642200E-1;1.971509457E-1;1.492910743E0
2.249720906E1;6.157340407E-1;4.810422286E-2;1.442821264E0
2.249965672E1;6.389462352E-1;-9.605573118E-2;1.370741248E0
2.250210532E1;6.755970716E-1;-2.170034945E-1;1.269340634E0
2.250455464E1;7.220214605E-1;-2.890834510E-1;1.148392797E0
2.250700318E1;7.733326554E-1;-3.147390485E-1;1.015228152E0
2.250945089E1;8.173136115E-1;-2.744231224E-1;8.796200752E-1
2.251189948E1;8.588512540E-1;-1.803526580E-1;7.562289238E-1
2.251434880E1;8.906152844E-1;-4.718795046E-2;6.499415040E-1
2.251679735E1;9.174925685E-1;1.079672500E-1;5.632011890E-1
2.251924500E1;9.407047629E-1;2.655658424E-1;4.984513521E-1
2.252169360E1;9.590302110E-1;4.158342779E-1;4.483618736E-1
2.252414292E1;9.773555994E-1;5.526640415E-1;4.129327536E-1
2.252659146E1;9.907942414E-1;6.711684465E-1;3.848337829E-1
2.252903917E1;1.003011227E0;7.701256871E-1;3.603998721E-1
2.253148776E1;1.018893242E0;8.470924497E-1;3.408527672E-1
2.253393709E1;1.034775257E0;9.045121074E-1;3.298575282E-1
2.253638563E1;1.056765795E0;9.423846006E-1;3.188622594E-1
2.253883328E1;1.083643079E0;9.570449591E-1;3.164188862E-1
2.254128188E1;1.119072199E0;9.533798695E-1;3.213056624E-1
2.254373120E1;1.154501319E0;9.350544214E-1;3.310792148E-1
2.254617974E1;1.194817185E0;9.057337642E-1;3.481829464E-1
2.254862745E1;1.236354828E0;8.703046441E-1;3.677300513E-1
2.255107604E1;1.276670814E0;8.312104344E-1;3.897205591E-1
2.255352537E1;1.318208337E0;7.970029712E-1;4.202629030E-1
2.255597386E1;1.354859233E0;7.725690603E-1;4.483618736E-1
2.255842156E1;1.387844920E0;7.591304183E-1;4.789042473E-1
2.256087016E1;1.414722204E0;7.579087615E-1;5.082249045E-1
2.256331948E1;1.439156175E0;7.603521347E-1;5.351021886E-1
2.256576802E1;1.456259847E0;7.664605975E-1;5.632011890E-1
2.256821573E1;1.469698548E0;7.762341499E-1;5.900784731E-1
2.257066427E1;1.469698548E0;7.847860456E-1;6.120689511E-1
2.257311365E1;1.472141862E0;7.847860456E-1;6.328377724E-1
2.257556214E1;1.466033459E0;7.786775231E-1;6.474980712E-1
2.257800985E1;1.457481503E0;7.615737915E-1;6.572716236E-1
2.258045844E1;1.445264578E0;7.310314775E-1;6.597150564E-1
2.258290776E1;1.434269309E0;6.956022978E-1;6.597150564E-1
2.258535630E1;1.420830727E0;6.491779089E-1;6.536065936E-1
2.258780396E1;1.407392025E0;5.990884304E-1;6.462764144E-1
2.259025256E1;1.397618532E0;5.538857579E-1;6.352811456E-1
2.259270193E1;1.387844920E0;5.086830258E-1;6.242858768E-1
2.259515042E1;1.376849771E0;4.756973088E-1;6.193991303E-1
2.259759813E1;1.368297815E0;4.573718905E-1;6.157340407E-1
2.260004672E1;1.365854502E0;4.488200247E-1;6.181774139E-1
2.260249604E1;1.365854502E0;4.524851143E-1;6.230642200E-1
2.260494459E1;1.368297815E0;4.610369802E-1;6.303943992E-1
2.260739224E1;1.370741248E0;4.720322192E-1;6.426113248E-1
2.260984084E1;1.373184681E0;4.842491746E-1;6.560499668E-1
2.261229016E1;1.376849771E0;4.952444136E-1;6.682668924E-1
2.261473870E1;1.380514860E0;5.062396526E-1;6.817055345E-1
2.261718641E1;1.381736517E0;5.172349215E-1;6.975875497E-1
2.261963500E1;1.387844920E0;5.294518471E-1;7.122479081E-1
2.262208433E1;1.384179831E0;5.343386531E-1;7.256865501E-1
2.262453287E1;1.379293084E0;5.392253995E-1;7.379034758E-1
2.262698052E1;1.373184681E0;5.404471159E-1;7.513421178E-1
2.262942912E1;1.365854502E0;5.453338623E-1;7.635591030E-1
2.263187844E1;1.356080890E0;5.477772951E-1;7.757760286E-1
2.263432698E1;1.341420531E0;5.514423847E-1;7.892146707E-1
2.263677469E1;1.325538516E0;5.526640415E-1;8.002098799E-1
2.263922328E1;1.305991411E0;5.587725043E-1;8.124268651E-1
2.264167261E1;1.282779217E0;5.697677732E-1;8.234221339E-1
2.264412115E1;1.262010455E0;5.832064152E-1;8.368607163E-1
2.264656880E1;1.240019917E0;6.039752364E-1;8.478559852E-1
2.264901740E1;1.220472813E0;6.271874309E-1;8.551861644E-1
2.265146672E1;1.205812454E0;6.479562521E-1;8.637380004E-1
2.265391526E1;1.191152096E0;6.650599241E-1;8.735115528E-1
2.265636297E1;1.178935170E0;6.760551929E-1;8.881719112E-1
2.265881151E1;1.163053155E0;6.821636558E-1;9.016105533E-1
2.266126089E1;1.143506050E0;6.858287454E-1;9.187142849E-1
2.266370938E1;1.128845692E0;6.870504618E-1;9.407047629E-1
2.266615709E1;1.111742020E0;6.846070886E-1;9.614735842E-1
2.266860568E1;1.095860004E0;6.772769094E-1;9.797990322E-1
2.267105500E1;1.078756213E0;6.723901033E-1;1.000567794E0
2.267350354E1;1.068982720E0;6.662816405E-1;1.018893242E0
2.267595120E1;1.054322362E0;6.626165509E-1;1.038440347E0
2.267839979E1;1.049435616E0;6.565080881E-1;1.053100705E0
2.268084912E1;1.042105436E0;6.503996253E-1;1.067761064E0
2.268329766E1;1.033553600E0;6.406260729E-1;1.079977989E0
2.268574537E1;1.028666735E0;6.247440577E-1;1.087308168E0
2.268819396E1;1.025001645E0;6.088619828E-1;1.094638348E0
2.269064328E1;1.012784719E0;6.027535200E-1;1.103190184E0
2.269309182E1;1.007897973E0;6.015318632E-1;1.110520363E0
2.269553948E1;1.006676316E0;6.186355352E-1;1.116628766E0
2.269798808E1;9.993461370E-1;6.430694461E-1;1.120293856E0
2.270043740E1;9.932376146E-1;6.699467301E-1;1.116628766E0
2.270288594E1;9.907942414E-1;6.980457306E-1;1.110520363E0
2.270533365E1;9.822424054E-1;7.151494026E-1;1.100746751E0
2.270778224E1;9.773555994E-1;7.212579250E-1;1.088529825E0
2.271023156E1;9.651386738E-1;7.090409398E-1;1.077534556E0
2.271268011E1;9.517000318E-1;6.833853722E-1;1.065317631E0
2.271512776E1;9.382613897E-1;6.626165509E-1;1.061652541E0
2.271757636E1;9.199360013E-1;6.479562521E-1;1.060430884E0
2.272002568E1;8.955020905E-1;6.406260729E-1;1.055544019E0
2.272247422E1;8.735115528E-1;6.552863717E-1;1.051878929E0
2.272492193E1;8.502993584E-1;6.882721782E-1;1.045770526E0
2.272737052E1;8.331956863E-1;7.322531343E-1;1.039662004E0
2.272981985E1;8.124268651E-1;7.737907767E-1;1.033553600E0
2.273226839E1;7.965448499E-1;8.128849864E-1;1.031110168E0
2.273471604E1;7.843278646E-1;8.446490765E-1;1.023779988E0
2.273716464E1;7.684458494E-1;8.654178381E-1;1.017671585E0
2.273961396E1;7.537854910E-1;8.812998533E-1;1.007897973E0
2.274206250E1;7.427902818E-1;8.898517489E-1;1.001789451E0
2.274451021E1;7.330167294E-1;9.008470178E-1;9.969027042E-1
2.274695875E1;7.220214605E-1;9.093988538E-1;9.932376146E-1
2.274940813E1;7.122479081E-1;9.191724062E-1;9.895725846E-1
2.275185667E1;7.024743557E-1;9.289459586E-1;9.859074950E-1
2.275430432E1;6.939224601E-1;9.326110482E-1;9.797990322E-1
2.275675292E1;6.890357137E-1;9.338327646E-1;9.736905098E-1
2.275920224E1;6.878139973E-1;9.326110482E-1;9.651386738E-1
2.276165078E1;6.902574301E-1;9.301676750E-1;9.590302110E-1
2.276409849E1;6.902574301E-1;9.228374958E-1;9.529217482E-1
2.276654703E1;6.853706241E-1;9.008470178E-1;9.431481957E-1
2.276899636E1;6.792621613E-1;8.764131069E-1;9.321529269E-1
2.277144490E1;6.707102656E-1;8.532009125E-1;9.236010313E-1
2.277389261E1;6.621584296E-1;8.263236284E-1;9.138274789E-1
2.277634120E1;6.560499668E-1;8.092198968E-1;9.040539265E-1
2.277879052E1;6.426113248E-1;7.945595980E-1;8.942803741E-1
2.278123906E1;6.303943992E-1;7.872294188E-1;8.832851648E-1
2.278368672E1;6.193991303E-1;7.921161652E-1;8.747332692E-1
2.278613532E1;6.010736823E-1;8.006680608E-1;8.637380004E-1
2.278858464E1;5.851916671E-1;8.189934492E-1;8.564078808E-1
2.279103318E1;5.717530251E-1;8.385405540E-1;8.478559852E-1
2.279348089E1;5.522059202E-1;8.532009125E-1;8.368607163E-1
2.279592948E1;5.338805318E-1;8.617527485E-1;8.222004175E-1
2.279837881E1;5.131117105E-1;8.654178381E-1;8.099834919E-1
2.280082735E1;4.947862923E-1;8.654178381E-1;8.014315963E-1
2.280327500E1;4.776825607E-1;8.507575393E-1;7.892146707E-1
2.280572360E1;4.679090083E-1;8.397622705E-1;7.794411182E-1
2.280817292E1;4.618005157E-1;8.238802552E-1;7.696675658E-1
2.281062146E1;4.520269632E-1;7.970029712E-1;7.623373866E-1
2.281306917E1;4.373666346E-1;7.615737915E-1;7.525638342E-1
2.281551776E1;4.190412164E-1;7.273663878E-1;7.452336550E-1
2.281796709E1;3.958290219E-1;6.931589246E-1;7.354601026E-1
2.282041563E1;3.652866483E-1;6.528429985E-1;7.281299233E-1
2.282286328E1;3.335226178E-1;6.186355352E-1;7.220214605E-1
2.282531188E1;2.980934680E-1;5.929799676E-1;7.134696245E-1
2.282776120E1;2.651077211E-1;5.734328628E-1;7.012526393E-1
2.283020974E1;2.309002578E-1;5.648810267E-1;6.865923405E-1
2.283265745E1;2.015796006E-1;5.734328628E-1;6.694886088E-1
2.283510604E1;1.673721522E-1;5.868715048E-1;6.474980712E-1
2.283755537E1;1.368297935E-1;6.027535200E-1;6.206207871E-1
2.284000391E1;1.111742035E-1;6.247440577E-1;5.925218463E-1
2.284245156E1;8.551861346E-2;6.357392669E-1;5.595360994E-1
2.284490016E1;6.352811307E-2;6.296308041E-1;5.228852630E-1
2.284734948E1;4.642439261E-2;6.100836992E-1;4.874561131E-1
2.284979802E1;3.298575059E-2;5.709894896E-1;4.495835900E-1
2.285224573E1;2.321219631E-2;5.160132051E-1;4.141544402E-1
2.285469427E1;2.199050039E-2;4.537068009E-1;3.787252903E-1
2.285714365E1;2.687728032E-2;3.828485310E-1;3.420744538E-1
2.285959219E1;2.687728032E-2;3.083251417E-1;3.078670204E-1
2.286203985E1;3.665083647E-2;2.350234836E-1;2.712161839E-1
2.286448844E1;4.275930673E-2;1.617218107E-1;2.370087355E-1
2.286693776E1;5.131116882E-2;9.575030953E-2;2.052446753E-1
2.286938631E1;5.497625470E-2;4.077405483E-2;1.759240031E-1
2.287183401E1;5.619794875E-2;-1.985253533E-3;1.478250325E-1
2.287428256E1;5.741964281E-2;-2.764083818E-2;1.221694499E-1
2.287673193E1;5.253286287E-2;-3.741439432E-2;1.001789495E-1
2.287918042E1;5.008947477E-2;-2.153236605E-2;8.185353130E-2
2.288162813E1;4.398100078E-2;6.566607859E-3;6.108472496E-2
2.288407672E1;3.787253052E-2;5.054761097E-2;3.909422457E-2
2.288652604E1;3.054236248E-2;1.079672500E-1;1.588202827E-2
2.288897459E1;1.832541823E-2;1.727170646E-1;-9.773556143E-3
2.289142224E1;-0.000000000E0;2.447970361E-1;-3.665083647E-2
2.289387084E1;-1.588202827E-2;3.144336343E-1;-5.986303091E-2
2.289632016E1;-4.153761268E-2;3.730749488E-1;-8.674030751E-2
2.289876870E1;-7.207997888E-2;4.231644273E-1;-1.136175916E-1
2.290121641E1;-1.062874198E-1;4.537068009E-1;-1.368297935E-1
2.290366500E1;-1.514901221E-1;4.671454430E-1;-1.575985998E-1
2.290611432E1;-1.954711229E-1;4.695888162E-1;-1.722589284E-1
2.290856287E1;-2.418955117E-1;4.585935771E-1;-1.856975704E-1
2.291101052E1;-2.919849753E-1;4.402681589E-1;-1.979145110E-1
2.291345912E1;-3.359659910E-1;4.182776511E-1;-2.089097649E-1
2.291590844E1;-3.811686933E-1;3.987305462E-1;-2.199050188E-1
2.291835698E1;-4.227063060E-1;3.865135908E-1;-2.333436459E-1
2.292080469E1;-4.618005157E-1;3.852919042E-1;-2.480039895E-1
2.292325328E1;-4.984513521E-1;3.962871730E-1;-2.651077211E-1
2.292570261E1;-5.351021886E-1;4.256078303E-1;-2.858765125E-1
2.292815115E1;-5.778614879E-1;4.549284875E-1;-3.115321100E-1
2.293059881E1;-6.279509664E-1;4.940227270E-1;-3.445178568E-1
2.293304740E1;-6.768187881E-1;5.392253995E-1;-3.811686933E-1
2.293549672E1;-7.342383862E-1;5.905365944E-1;-4.214846194E-1
2.293794526E1;-7.989882231E-1;6.381826997E-1;-4.630222321E-1
2.294039297E1;-8.674030900E-1;6.833853722E-1;-5.057815313E-1
2.294284157E1;-9.419264793E-1;7.212579250E-1;-5.509842038E-1
2.294529089E1;-1.020114899E0;7.481352091E-1;-5.961869359E-1
2.294773943E1;-1.099525094E0;7.640172243E-1;-6.413896084E-1
2.295018709E1;-1.185043693E0;7.640172243E-1;-6.902574301E-1
2.295263568E1;-1.270562291E0;7.493568659E-1;-7.366818190E-1
2.295508500E1;-1.357302666E0;7.163711190E-1;-7.843278646E-1
2.295753354E1;-1.446486354E0;6.711684465E-1;-8.295305967E-1
2.295998125E1;-1.534448266E0;6.137487888E-1;-8.771766424E-1
2.296242979E1;-1.626075387E0;5.416688323E-1;-9.199360013E-1
2.296487917E1;-1.716480851E0;4.622586668E-1;-9.614735842E-1
2.296732771E1;-1.806886196E0;3.706315756E-1;-1.004232883E0
2.296977537E1;-1.895000935E0;2.728960216E-1;-1.046992183E0
2.297222396E1;-1.979297876E0;1.714953631E-1;-1.087308168E0
2.297467328E1;-2.062373161E0;6.765133142E-2;-1.128845692E0
2.297712182E1;-2.138118029E0;-2.886253223E-2;-1.170383334E0
2.297956948E1;-2.210198164E0;-1.217113137E-1;-1.211920977E0
2.298201808E1;-2.276169538E0;-2.035648525E-1;-1.253458619E0
2.298446745E1;-2.338475943E0;-2.695363462E-1;-1.296217918E0
2.298691594E1;-2.392230511E0;-3.220692277E-1;-1.335312128E0
2.298936365E1;-2.439876556E0;-3.611634374E-1;-1.378071427E0
2.299181224E1;-2.481414318E0;-3.880407214E-1;-1.420830727E0
2.299426157E1;-2.519286871E0;-4.088095427E-1;-1.462368369E0
2.299671011E1;-2.544942379E0;-4.185830951E-1;-1.505127668E0
2.299915776E1;-2.565711260E0;-4.259132445E-1;-1.545443535E0
2.300160636E1;-2.587701797E0;-4.283566475E-1;-1.583316088E0
2.300405568E1;-2.603583813E0;-4.259132445E-1;-1.616301894E0
2.300650422E1;-2.619465828E0;-4.210264683E-1;-1.645622492E0
2.300895193E1;-2.632904291E0;-4.173613787E-1;-1.672499776E0
2.301140052E1;-2.647564650E0;-4.063661397E-1;-1.694490314E0
2.301384985E1;-2.659781694E0;-3.880407214E-1;-1.714037418E0
2.301629839E1;-2.675663710E0;-3.684936166E-1;-1.731141090E0
2.301874604E1;-2.691545725E0;-3.477247953E-1;-1.738471270E0
2.302119464E1;-2.706206083E0;-3.269560039E-1;-1.737249613E0
2.302364396E1;-2.719644785E0;-3.086305857E-1;-1.725032687E0
2.302609250E1;-2.729418278E0;-2.951919436E-1;-1.703042150E0
2.302854021E1;-2.735526800E0;-2.841966748E-1;-1.677386522E0
2.303098880E1;-2.729418278E0;-2.744231224E-1;-1.650509238E0
2.303343813E1;-2.718423128E0;-2.707580328E-1;-1.634627223E0
2.303588667E1;-2.695210934E0;-2.744231224E-1;-1.622410297E0
2.303833432E1;-2.658560038E0;-2.695363462E-1;-1.612636805E0
2.304078292E1;-2.612135649E0;-2.622061968E-1;-1.599198103E0
2.304323224E1;-2.554715872E0;-2.353289127E-1;-1.577207565E0
2.304568078E1;-2.497296333E0;-1.889045089E-1;-1.546665311E0
2.304812849E1;-2.437433243E0;-1.265980899E-1;-1.506349325E0
2.305057709E1;-2.380013704E0;-5.696150661E-2;-1.461146593E0
2.305302641E1;-2.325037479E0;1.878355257E-2;-1.409835458E0
2.305547495E1;-2.278613091E0;9.452861547E-2;-1.357302666E0
2.305792261E1;-2.241962194E0;1.605001241E-1;-1.304769754E0
2.306037120E1;-2.213863134E0;2.142546773E-1;-1.257123709E0
2.306282052E1;-2.197981119E0;2.472404242E-1;-1.216807723E0
2.306526907E1;-2.194316149E0;2.606790662E-1;-1.187487125E0
2.306771677E1;-2.197981119E0;2.570139766E-1;-1.167939901E0
2.307016537E1;-2.207754612E0;2.362451702E-1;-1.159388065E0
2.307261469E1;-2.219971657E0;2.057028115E-1;-1.161831498E0
2.307506323E1;-2.238296986E0;1.714953631E-1;-1.171604991E0
2.307751089E1;-2.252957344E0;1.348445266E-1;-1.182600260E0
2.307995948E1;-2.270061016E0;1.067455560E-1;-1.198482275E0
2.308240880E1;-2.282278061E0;8.231166750E-2;-1.210699320E0
2.308485735E1;-2.293273211E0;6.032116711E-2;-1.221694469E0
2.308730506E1;-2.299381733E0;3.710897267E-2;-1.235133171E0
2.308975360E1;-2.295716763E0;1.756185852E-2;-1.246128440E0
2.309220297E1;-2.285943270E0;-3.206948051E-3;-1.252236843E0
2.309465146E1;-2.268839359E0;-2.397575416E-2;-1.255901933E0
2.309709917E1;-2.241962194E0;-3.252761811E-2;-1.255901933E0
2.309954776E1;-2.205311298E0;-3.619270027E-2;-1.259567022E0
2.310199709E1;-2.161330223E0;-3.985778242E-2;-1.260788798E0
2.310444563E1;-2.113684177E0;-4.718795046E-2;-1.258345366E0
2.310689334E1;-2.064816475E0;-5.085303262E-2;-1.255901933E0
2.310934188E1;-2.018392086E0;-5.451811850E-2;-1.253458619E0
2.311179120E1;-1.976854444E0;-7.162184268E-2;-1.247350097E0
2.311423974E1;-1.934095144E0;-9.361234307E-2;-1.241241574E0
2.311668745E1;-1.895000935E0;-1.168245375E-1;-1.233911514E0
2.311913604E1;-1.860640764E0;-1.449235082E-1;-1.230246425E0
2.312158537E1;-1.823989868E0;-1.779092699E-1;-1.227802992E0
2.312403391E1;-1.794669271E0;-2.206685692E-1;-1.222916245E0
2.312648162E1;-1.764126897E0;-2.683146596E-1;-1.216807723E0
2.312893016E1;-1.732362866E0;-3.196258247E-1;-1.213142633E0
2.313137948E1;-1.703042150E0;-3.721587062E-1;-1.210699320E0
2.313382802E1;-1.671278119E0;-4.222481549E-1;-1.211920977E0
2.313627573E1;-1.635848999E0;-4.650074840E-1;-1.215586066E0
2.313872433E1;-1.597976446E0;-5.065450668E-1;-1.220472813E0
2.314117365E1;-1.560103893E0;-5.456393361E-1;-1.226581335E0
2.314362219E1;-1.521009684E0;-5.835118294E-1;-1.229024649E0
2.314606985E1;-1.480693698E0;-6.189410090E-1;-1.233911514E0
2.314851844E1;-1.437934399E0;-6.519267559E-1;-1.237576604E0
2.315096776E1;-1.397618532E0;-6.861341596E-1;-1.236354828E0
2.315341630E1;-1.359745979E0;-7.191199064E-1;-1.238798261E0
2.315586401E1;-1.323095202E0;-7.521057129E-1;-1.241241574E0
2.315831261E1;-1.288887739E0;-7.863131166E-1;-1.243685007E0
2.316076193E1;-1.253458619E0;-8.180772066E-1;-1.244906664E0
2.316321047E1;-1.220472813E0;-8.486195803E-1;-1.243685007E0
2.316565813E1;-1.192373872E0;-8.742751479E-1;-1.243685007E0
2.316810672E1;-1.164274931E0;-8.950439692E-1;-1.243685007E0
2.317055604E1;-1.133732557E0;-8.999307156E-1;-1.238798261E0
2.317300459E1;-1.108076930E0;-8.938222528E-1;-1.233911514E0
2.317545229E1;-1.076312900E0;-8.803836107E-1;-1.224137902E0
2.317790089E1;-1.046992183E0;-8.620582223E-1;-1.213142633E0
2.318035021E1;-1.020114899E0;-8.449544907E-1;-1.202147365E0
2.318279875E1;-9.883508682E-1;-8.254073858E-1;-1.189930439E0
2.318524641E1;-9.675820470E-1;-8.095253110E-1;-1.176491857E0
2.318769500E1;-9.382613897E-1;-7.997517586E-1;-1.166718245E0
2.319014433E1;-9.138274789E-1;-7.911999226E-1;-1.154501319E0
2.319259287E1;-8.881719112E-1;-7.887565494E-1;-1.143506050E0
2.319504058E1;-8.649597168E-1;-7.875348330E-1;-1.132510781E0
2.319748917E1;-8.356390595E-1;-7.887565494E-1;-1.120293856E0
2.319993849E1;-8.136485219E-1;-7.985301018E-1;-1.109298587E0
2.320238703E1;-7.879929543E-1;-8.131904006E-1;-1.095860004E0
2.320483469E1;-7.623373866E-1;-8.266290426E-1;-1.082421303E0
2.320728328E1;-7.366818190E-1;-8.412894011E-1;-1.068982720E0
2.320973261E1;-7.061394453E-1;-8.486195803E-1;-1.053100705E0
2.321218115E1;-6.719319820E-1;-8.596147895E-1;-1.040883780E0
2.321462886E1;-6.413896084E-1;-8.706100583E-1;-1.028666735E0
2.321707740E1;-6.084038615E-1;-8.767185211E-1;-1.016449809E0
2.321952677E1;-5.717530251E-1;-8.754968047E-1;-1.006676316E0
2.322197526E1;-5.338805318E-1;-8.706100583E-1;-9.993461370E-1
2.322442297E1;-4.947862923E-1;-8.632798791E-1;-9.883508682E-1
2.322687156E1;-4.569137394E-1;-8.547280431E-1;-9.785773158E-1
2.322932089E1;-4.141544402E-1;-8.376243114E-1;-9.663603902E-1
2.323176943E1;-3.701734245E-1;-8.205205798E-1;-9.529217482E-1
2.323421709E1;-3.237490356E-1;-8.034168482E-1;-9.382613897E-1
2.323666568E1;-2.858765125E-1;-7.850914598E-1;-9.187142849E-1
2.323911500E1;-2.406738251E-1;-7.618792653E-1;-8.979454637E-1
2.324156354E1;-1.966928244E-1;-7.337802649E-1;-8.735115528E-1
2.324401125E1;-1.514901221E-1;-7.007945180E-1;-8.490777016E-1
2.324645985E1;-1.111742035E-1;-6.690304875E-1;-8.234221339E-1
2.324890917E1;-6.719319522E-2;-6.323796511E-1;-7.928797603E-1
2.325135771E1;-2.565558441E-2;-5.932853818E-1;-7.623373866E-1
2.325380537E1;1.466033421E-2;-5.529694557E-1;-7.293516397E-1
2.325625396E1;5.864133686E-2;-5.138752460E-1;-6.927008033E-1
2.325870328E1;1.001789495E-1;-4.735593498E-1;-6.548282504E-1
2.326115183E1;1.404948682E-1;-4.393518865E-1;-6.181774139E-1
2.326359953E1;1.844758689E-1;-4.075878263E-1;-5.790832043E-1
2.326604813E1;2.199050188E-1;-3.843756318E-1;-5.387672782E-1
2.326849745E1;2.602209449E-1;-3.623851240E-1;-4.996730685E-1
2.327094599E1;3.005368412E-1;-3.452814221E-1;-4.593571424E-1
2.327339365E1;3.396310806E-1;-3.379512429E-1;-4.214846194E-1
2.327584224E1;3.775036037E-1;-3.367295563E-1;-3.836120665E-1
2.327829156E1;4.129327536E-1;-3.379512429E-1;-3.469612300E-1
2.328074011E1;4.532486796E-1;-3.489464819E-1;-3.127537966E-1
2.328318782E1;4.898995161E-1;-3.684936166E-1;-2.809897363E-1
2.328563641E1;5.265503526E-1;-3.904841244E-1;-2.492256761E-1
2.328808573E1;5.656445622E-1;-4.173613787E-1;-2.199050188E-1
2.329053427E1;6.035171151E-1;-4.540122151E-1;-1.905843467E-1
2.329298193E1;6.462764144E-1;-4.845545888E-1;-1.600419879E-1
2.329543052E1;6.853706241E-1;-5.199837089E-1;-1.319430023E-1
2.329787985E1;7.269082665E-1;-5.541911721E-1;-1.026223376E-1
2.330032839E1;7.733326554E-1;-5.847335458E-1;-6.841489673E-2
2.330277610E1;8.173136115E-1;-6.201626658E-1;-3.787253052E-2
2.330522469E1;8.649597168E-1;-6.494833231E-1;-2.443389036E-3
2.330767401E1;9.150491953E-1;-6.788040400E-1;3.298575059E-2
2.331012256E1;9.675820470E-1;-7.032378912E-1;7.085828483E-2
2.331257021E1;1.020114899E0;-7.276718020E-1;1.123958975E-1
2.331501880E1;1.076312900E0;-7.362236381E-1;1.539335102E-1
2.331746813E1;1.138619304E0;-7.362236381E-1;1.966928244E-1
2.331991667E1;1.194817185E0;-7.337802649E-1;2.406738251E-1
2.332236438E1;1.260788798E0;-7.227849960E-1;2.858765125E-1
2.332481297E1;1.326760292E0;-7.081246972E-1;3.335226178E-1
2.332726229E1;1.393953443E0;-6.849125028E-1;3.787252903E-1
2.332971084E1;1.461146593E0;-6.592568755E-1;4.227063060E-1
2.333215849E1;1.532004952E0;-6.226060390E-1;4.666872919E-1
2.333460709E1;1.602863193E0;-5.835118294E-1;5.131117105E-1
2.333705641E1;1.672499776E0;-5.480827093E-1;5.570927262E-1
2.333950495E1;1.740914702E0;-5.077667832E-1;6.022953987E-1
2.334195266E1;1.811772943E0;-4.698942602E-1;6.462764144E-1
2.334440120E1;1.880187869E0;-4.332434237E-1;6.890357137E-1
2.334685058E1;1.946159363E0;-4.014793634E-1;7.305732965E-1
2.334929906E1;2.013352633E0;-3.697153032E-1;7.684458494E-1
