"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
3.853592500E0;-2.936327457E-1;-4.061489105E-1;1.384707332E0
3.871303011E0;-1.189346790E0;-5.953350067E-1;1.611318588E0
3.889040620E0;-1.326433659E0;2.831420898E-1;7.761189938E-1
3.906762789E0;-1.201601267E0;1.158486843E0;5.900603533E-1
3.924484285E0;-1.597520351E0;8.267030716E-1;-1.386944056E-1
3.942208711E0;-1.431749582E0;1.225173950E0;2.168828249E-1
3.959928621E0;-5.944447517E-1;9.122233391E-1;-1.201671362E-1
3.977650850E0;-9.731311798E-1;1.674230576E0;4.140896797E-1
3.995366548E0;-9.688172340E-1;2.666153908E0;1.059685707E0
4.013102510E0;-8.093185425E-1;2.953131676E0;1.000214100E0
4.030826631E0;-1.503408909E0;2.995761871E0;9.789972305E-1
4.048550447E0;-9.348859787E-1;2.708394051E0;4.207111597E-1
4.066267305E0;-1.455519199E-1;1.570828438E0;2.844797373E-1
4.083984590E0;3.657159805E-1;4.430799484E-1;-7.329595089E-1
4.101722871E0;1.032943726E0;-6.018285751E-1;-2.346381426E0
4.119444795E0;2.726034164E0;-3.909587860E-1;-3.347363472E0
4.137166902E0;2.872552872E0;-1.605376244E0;-2.200833321E0
4.154890352E0;2.302239895E0;-2.114398003E0;-3.358033657E0
4.172602083E0;2.084294319E0;-9.585027695E-1;-4.234581947E0
4.190339387E0;1.886008263E0;4.994149208E-1;-3.226037741E0
4.208060701E0;1.516273499E0;1.262396812E0;-1.524935961E0
4.225779817E0;5.416378975E-1;9.495620728E-1;3.300338984E-1
4.243508699E0;-5.668182373E-1;-4.729366302E-1;2.108819962E0
4.261229708E0;1.877098083E-1;-1.079648018E0;3.359909058E0
4.278955720E0;-2.595834732E-1;-1.408504486E0;2.964694977E0
4.296672578E0;-2.764676571E0;-2.765567780E0;-6.388032436E-2
4.314399691E0;-3.627671480E0;-4.476170540E0;-6.437005997E0
4.332126192E0;-1.183045864E0;-2.279392242E0;-1.892329454E-1
4.349838594E0;-3.531129360E-1;1.921552181E0;1.936978579E0
4.367573885E0;-2.565392256E0;2.076316833E0;7.426647186E0
4.385296968E0;-2.566656590E0;3.435001850E0;6.765035629E0
4.403019930E0;-2.007241249E0;4.819892406E0;2.016717434E0
4.420743562E0;-1.209872246E0;4.700515747E0;-3.915278912E-1
4.438463594E0;-6.964182854E-1;1.847419262E0;7.140915394E-1
4.456190339E0;-1.276318073E0;-1.211031914E0;2.086589336E0
4.473914034E0;-1.865996599E0;-3.265501022E0;1.247833014E0
4.491630220E0;-6.614897251E-1;-3.551256180E0;-7.546601295E-1
4.509362702E0;5.908708572E-1;-1.513562202E0;-5.961798429E-1
4.527082918E0;5.715336800E-1;-6.553373337E-1;1.281676888E-1
4.544811617E0;1.262225151E0;-6.036682129E-1;8.536159992E-1
4.562530184E0;1.711257696E0;-1.342906952E-1;1.145829082E0
4.580252168E0;1.845233440E0;1.095962524E-2;5.723404884E-1
4.597976045E0;1.596120596E0;-3.954658508E-1;7.122317553E-1
4.615703279E0;1.390309811E0;-1.078929901E-1;-2.555299401E-1
4.633425813E0;4.738991261E-1;7.046937943E-1;-8.965732455E-1
4.651147432E0;-7.526915073E-1;8.184871674E-1;-1.221951604E0
4.668859651E0;-1.323212862E0;4.869880676E-1;-9.314661026E-1
4.686595735E0;-1.087783933E0;-9.700527191E-1;-8.232392073E-1
4.704319123E0;4.585409164E-2;-1.968640327E0;-1.294106007E0
4.722041353E0;7.734293938E-1;4.644870758E-2;-1.061935067E0
4.739760164E0;9.210619926E-1;5.324182510E-1;-7.084659338E-1
4.757489534E0;1.148742676E0;5.254745483E-3;-7.564091682E-1
4.775215058E0;9.959070683E-1;-6.701402664E-1;-4.089313149E-1
4.792936677E0;3.624113798E-1;-1.134252548E0;-1.026540518E0
4.810654329E0;-2.347670794E-1;-1.272280693E0;-1.918470144E0
4.828376741E0;-3.685921431E-1;-1.639694214E0;-2.244455338E0
4.846105684E0;3.725818396E-1;-1.254852295E0;-2.572729588E0
4.863829256E0;2.415000916E0;-1.627393723E0;-1.820396662E0
4.881550081E0;4.542395592E0;-2.046255112E0;-2.452293873E0
4.899277070E0;4.697610855E0;-1.934379578E0;-2.650828838E0
4.916988069E0;3.341987610E0;-2.419065475E0;-2.303101778E0
4.934725435E0;2.159474373E0;-2.689248085E0;-2.403208733E0
4.952445528E0;1.405714631E0;-2.221199036E0;-2.969039440E0
4.970168489E0;2.010837793E-1;-1.125322342E0;-1.371218681E0
4.987893526E0;-1.565571904E0;-8.052005768E-1;-6.055425406E-1
5.005616182E0;-1.639865875E0;-7.547178268E-1;2.986973047E0
5.023337556E0;2.026126385E-1;-1.103003502E0;3.846192598E0
5.041057466E0;1.528589964E0;-1.732014656E0;1.059532642E0
5.058786104E0;5.293674469E-1;-2.081665993E0;-7.489615679E-1
5.076511202E0;-9.021153450E-1;-2.867248535E0;8.592779636E-1
5.094232820E0;-1.428505301E0;-2.196006775E0;2.104370356E0
5.111957307E0;-1.497445941E0;-1.776712418E0;2.336278915E0
5.129677461E0;-1.099468708E0;-4.546947479E-1;1.887129068E0
5.147405000E0;-1.402274847E0;5.319843292E-1;1.505706668E0
5.165125398E0;-1.573112726E0;1.707329750E0;2.401624203E0
5.182849885E0;-2.294864655E0;2.389472485E0;2.274039268E0
5.200575533E0;-2.372130632E0;2.565100670E0;2.195251703E0
5.218300019E0;-1.555901289E0;1.516430855E0;3.279774904E0
5.236025239E0;-5.086942911E-1;1.296790123E0;4.780623436E0
5.253746797E0;-1.089272499E0;1.660584450E0;4.161118507E0
5.271467988E0;-1.813819289E0;2.159065247E0;2.921161652E0
5.289192598E0;-1.834673166E0;2.647994995E0;1.868678331E0
5.306913973E0;-1.335324049E0;3.077294827E0;1.506934643E0
5.324637850E0;-3.903908730E-1;3.055114746E0;1.058970690E0
5.342363252E0;4.872794151E-1;2.892786503E0;3.599510193E-1
5.360086641E0;9.045202732E-1;2.513336182E0;-9.361224174E-1
5.377810213E0;1.558753967E0;9.626417160E-1;-2.911885262E0
5.395535859E0;2.171528339E0;-1.679939270E0;-5.883867264E0
5.413256929E0;2.261412382E0;-4.172353745E0;-6.968888283E0
5.430980562E0;1.888628721E0;-4.608472824E0;-4.781884193E0
5.448704012E0;1.231146812E0;-2.510277748E0;-3.993469238E0
5.466428621E0;2.105174065E-1;1.039183140E0;-3.875448227E0
5.484144014E0;1.712119579E-2;3.587080956E0;-2.015452385E0
5.501874177E0;-8.840839267E-1;1.502780914E0;5.843505859E-1
5.519597811E0;-3.758907318E0;-3.011474609E0;3.863465071E0
5.537320772E0;-3.321335793E0;-4.497729301E0;3.798447371E0
5.555044954E0;-7.209999561E-1;-7.193913460E0;2.630660057E0
5.572755403E0;-2.821340322E0;-8.646005630E0;-4.633976936E0
5.590494845E0;-5.047785759E0;-2.836027145E-1;2.008349657E0
5.608216524E0;-5.429402351E0;6.883512974E0;8.106651306E0
5.625939546E0;-2.104073286E0;5.975744724E0;5.799801826E0
5.643657381E0;4.126442909E0;5.110101700E-1;4.164588451E0
5.661388155E0;6.320161819E0;-3.570256233E0;5.659570694E0
5.679112947E0;5.113687515E0;-2.931749344E0;4.696266174E0
5.696828340E0;1.320964575E0;-4.394512177E-1;-3.063455582E0
5.714548921E0;-3.108300924E0;5.104904175E-1;-2.361165524E0
5.732280732E0;-3.209125757E0;1.919384003E0;4.294624329E-1
5.750003877E0;-1.527693152E0;1.961802483E0;1.345830321E0
5.767727754E0;9.286332130E-2;1.354977608E0;1.002137184E0
5.785448884E0;1.005867124E0;9.871215820E-1;-3.262795210E-1
5.803176180E0;1.289240599E0;9.348812103E-1;-2.204245329E-1
5.820898104E0;1.175613403E0;9.568681717E-1;-6.616008282E-2
5.838608797E0;5.765593052E-1;7.403202057E-1;-3.876202703E-1
5.856344270E0;1.777424812E-1;7.980623245E-1;-3.816741109E-1
5.874067354E0;1.425790787E-1;1.322722435E0;-8.411220908E-1
5.891791963E0;8.823668957E-2;1.141696930E0;-5.766729116E-1
5.909514070E0;-2.724149227E-1;1.952216148E0;3.520171642E-1
