"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
5.910330788E0;-2.532771111E0;3.783969879E-1;-2.279462576E0
5.928048439E0;-2.719635487E0;1.452351570E0;-3.182953119E0
5.945780556E0;-2.155090809E0;2.352971077E0;-4.727120399E0
5.963502724E0;1.219040871E0;3.121954918E0;-4.642487526E0
5.981225135E0;2.126619816E0;2.790638447E0;-3.614532948E0
5.998950295E0;1.079704165E0;2.586512089E0;-2.109611511E0
6.016665078E0;-2.642187774E-1;3.016982555E0;-2.020558834E0
6.034398109E0;-1.068329930E0;3.782218933E0;-3.523210049E0
6.052121498E0;-1.763946652E0;4.847412109E0;-4.895580292E0
6.069842567E0;-2.074755192E0;5.598477364E0;-4.964097023E0
6.087569191E0;-2.119112253E0;5.511040211E0;-4.647182941E0
6.105292824E0;-1.830319762E0;4.325788021E0;-3.437016964E0
6.123019874E0;-1.568501592E0;1.495494843E0;7.684397697E-1
6.140740517E0;4.906036258E-1;-2.948044777E0;9.260776520E0
6.158461708E0;4.269797325E0;-8.417436600E0;1.384790230E1
6.176188210E0;5.676064491E0;-7.952301025E0;9.525567055E0
6.193911903E0;2.395448923E0;-2.422269821E0;5.182610512E0
6.211638405E0;-1.007941246E0;5.032835007E-1;2.481046438E0
6.229348244E0;-3.477238655E0;-1.120319366E0;-3.560352325E-1
6.247083595E0;-2.550150871E0;-2.297429085E0;-2.736940622E0
6.264807411E0;-3.363420248E0;-1.255894661E0;-8.647139549E0
6.282527015E0;-5.557249069E0;-1.479043961E-1;-5.748030663E0
6.300254738E0;-5.820455551E0;-1.362586975E0;4.269750595E0
6.317978859E0;-4.093671799E0;4.721441269E-1;-9.653415680E-1
6.335706825E0;-2.000631332E0;3.097013474E0;-6.565535545E0
6.353426308E0;-2.577950060E-1;2.932418823E0;-7.970258713E0
6.371150429E0;7.057219744E-1;4.592790604E-1;-6.361920357E0
6.388874123E0;3.435459137E0;-1.461395264E0;-2.616418839E0
6.406597694E0;6.466316700E0;-2.508838654E0;3.803873062E-1
6.424321510E0;6.198952198E0;-2.622744560E0;1.049671173E0
